Unnamed: 0,index,Bacteria,NP_Synthesis,Drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,method,ZOI_drug,ZOI_NP,fold_increase_in_antibacterial_activity (%),MDR_check,NP_Synthesis_Chem,Tax_id,genus,species,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MolWt,MolLogP,fr_lactam,fr_lactone,NumAliphaticRings,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Staphylococcus aureus,d_to_Candida albicans
138,15,Salmonella enterica,green_synthesis using Ulva fasciata ,Chloramphenicol,Benzene and substituted derivatives,30.0,42.33,14.45,15.55,spherical,disc_diffusion,27.0,,,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
139,16,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Azithromycin,"
Organooxygen compounds",15.0,42.15,14.45,15.55,spherical,disc_diffusion,27.0,,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,748.9960000000001,1.9007000000000054,0.0,1.0,3.0,0.0,12,0,18
145,17,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Oxytetracycline,"
Tetracyclines",30.0,42.24,14.45,15.55,spherical,disc_diffusion,32.0,,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,460.43900000000014,-1.2435999999999974,0.0,0.0,3.0,0.0,12,0,18
485,18,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,40.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,365.4110000000001,0.023700000000000443,1.0,0.0,2.0,0.0,14,14,18
486,19,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,40.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
478,20,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,30.0,,0.7,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,12,6,18
659,21,Bacillus sp.,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,23.0,15.0,1.73,0,0,['1386'],Bacillus,unclassified Bacillus,p,4.0,30,soil,331.34700000000004,1.5833,0.0,0.0,2.0,1.0,12,6,18
134,22,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Ampicillin,Lactams,20.0,42.2,14.45,15.55,spherical,disc_diffusion,25.0,,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,12,0,18
484,23,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,34.0,,0.2,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
125,24,Escherichia coli,green_synthesis using Ulva fasciata ,Cefuroxime,Lactams,30.0,42.11,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,424.39100000000013,-0.5359999999999987,1.0,0.0,2.0,1.0,14,14,18
467,25,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,26.0,,0.1,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,12,6,18
708,26,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Co-trimoxazole,Benzene and substituted derivatives; Phenol ethers,2.0,10.0,5.0,32.0,spherical,disc_diffusion,37.0,,0.0,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,543.6060000000002,2.62362,0.0,0.0,0.0,2.0,14,14,18
124,27,Salmonella enterica,green_synthesis using Ulva fasciata ,Oxacillin,Carboxylic acids and derivatives,1.0,42.27,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,401.44400000000013,1.89532,1.0,0.0,2.0,1.0,14,14,18
137,28,Escherichia coli,green_synthesis using Ulva fasciata ,Chloramphenicol,Benzene and substituted derivatives,30.0,42.13,14.45,15.55,spherical,disc_diffusion,27.0,,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
724,29,Salmonella typhi,green_synthesis  using fungus Trichoderma,Chloramphenicol,Benzene and substituted derivatives,10.0,10.0,5.0,40.0,spherical,disc_diffusion,29.0,,0.2414,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
744,30,Salmonella typhi,green_synthesis from fungus Trichoderma viride,Chloramphenicol,Benzene and substituted derivatives,10.0,,5.0,40.0,spherical,disc_diffusion,29.0,,0.2424,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
707,31,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Co-trimoxazole,Benzene and substituted derivatives; Phenol ethers,2.0,10.0,5.0,32.0,spherical,disc_diffusion,36.0,,0.0,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,543.6060000000002,2.62362,0.0,0.0,0.0,2.0,12,0,18
130,32,Salmonella enterica,green_synthesis using Ulva fasciata ,Oxytetracycline,"
Tetracyclines",30.0,42.34,14.45,15.55,spherical,disc_diffusion,20.0,,,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,460.43900000000014,-1.2435999999999974,0.0,0.0,3.0,0.0,14,14,18
657,33,Klebsiella pneumoniae,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,22.0,14.0,1.53,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,331.34700000000004,1.5833,0.0,0.0,2.0,1.0,14,14,18
122,34,Escherichia coli,green_synthesis using Ulva fasciata ,Cefotaxime,Lactams,40.0,42.8,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
123,35,Salmonella enterica,green_synthesis using Ulva fasciata ,Fosfomycin,"
Organic phosphonic acids and derivatives",50.0,42.32,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,138.059,-0.09110000000000007,0.0,0.0,1.0,0.0,14,14,18
416,36,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,1.9,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,12,6,18
853,37,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,mupirocin,Fatty Acyls,,,5.0,80.0,spherical,disc_diffusion,22.0,13.0,,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,500.62900000000013,2.5925000000000016,0.0,0.0,2.0,0.0,14,14,18
141,39,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Chloramphenicol,Benzene and substituted derivatives,30.0,42.23,14.45,15.55,spherical,disc_diffusion,29.0,,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,12,0,18
482,40,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,34.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,14,14,18
483,41,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,34.0,,0.0,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,285.32099999999997,0.3736999999999999,1.0,0.0,3.0,0.0,12,6,18
121,42,Escherichia coli,green_synthesis using Ulva fasciata ,Fosfomycin,"
Organic phosphonic acids and derivatives",50.0,42.12,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,138.059,-0.09110000000000007,0.0,0.0,1.0,0.0,14,14,18
129,43,Salmonella enterica,green_synthesis using Ulva fasciata ,Azithromycin,"
Organooxygen compounds",15.0,42.25,14.45,15.55,spherical,disc_diffusion,20.0,,,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,748.9960000000001,1.9007000000000054,0.0,1.0,3.0,0.0,14,14,18
851,44,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycosides,,,5.0,80.0,spherical,disc_diffusion,21.0,13.0,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
452,45,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,24.0,,0.8,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,12,6,18
453,46,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,24.0,,0.8,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,14,14,18
143,47,Escherichia coli,green_synthesis using Ulva fasciata ,Ampicillin,Lactams,20.0,42.1,14.45,15.55,spherical,disc_diffusion,30.0,,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,14,14,18
859,48,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,mupirocin,Fatty Acyls,,,5.0,80.0,spherical,disc_diffusion,31.0,14.0,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,500.62900000000013,2.5925000000000016,0.0,0.0,2.0,0.0,12,0,18
480,49,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,32.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
481,50,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,32.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
62,51,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,,,1.0,9.0,spherical,MIC,1000.0,64.0,,1,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
757,52,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,250.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
759,53,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,500.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
760,54,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,500.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
761,55,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,500.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
762,56,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,500.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
763,57,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,,,20.0,40.0,spherical,MIC,500.0,,,1,1,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,2,18
265,58,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,8.0,,14.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,238.15899999999996,0.07349999999999995,0.0,0.0,1.0,1.0,14,14,18
849,59,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycosides,,,5.0,80.0,spherical,disc_diffusion,21.0,14.0,,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
850,60,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,,,5.0,80.0,spherical,disc_diffusion,21.0,14.0,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,12,0,18
723,61,Salmonella typhi,green_synthesis  using fungus Trichoderma,Erythromycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,24.0,,0.2917,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,14,14,18
743,62,Salmonella typhi,green_synthesis from fungus Trichoderma viride,Erythromycin,Organooxygen compounds,10.0,,5.0,40.0,spherical,disc_diffusion,24.0,,0.2917,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,14,14,18
855,63,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,,,5.0,80.0,spherical,disc_diffusion,23.0,12.0,,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,454.5190000000002,-0.6360799999999995,1.0,0.0,2.0,2.0,14,14,18
856,64,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,,,5.0,80.0,spherical,disc_diffusion,24.0,14.0,,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,14,14,18
474,65,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,30.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
475,66,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,30.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,285.32099999999997,0.3736999999999999,1.0,0.0,3.0,0.0,14,14,18
476,67,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,30.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
477,68,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,30.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,14,14,18
857,69,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,,,5.0,80.0,spherical,disc_diffusion,25.0,13.0,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,454.5190000000002,-0.6360799999999995,1.0,0.0,2.0,2.0,12,0,18
660,70,Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,28.0,16.0,0.07,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,331.34700000000004,1.5833,0.0,0.0,2.0,1.0,12,0,18
473,71,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,29.0,,0.0,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,14,14,18
706,72,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cefixime ,Lactams,5.0,10.0,5.0,32.0,spherical,disc_diffusion,29.0,,0.0,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,453.45800000000014,-0.5447999999999991,1.0,0.0,2.0,1.0,12,0,18
127,74,Salmonella enterica,green_synthesis using Ulva fasciata ,Gentamicin,Aminoglycosides,10.0,42.26,14.45,15.55,spherical,disc_diffusion,17.0,,,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
845,75,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,,,5.0,80.0,spherical,disc_diffusion,18.0,17.0,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,12,0,18
131,76,Salmonella enterica,green_synthesis using Ulva fasciata ,Cefotaxime,Lactams,40.0,42.28,14.45,15.55,spherical,disc_diffusion,21.0,,,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
722,77,Escherichia coli,green_synthesis  using fungus Trichoderma,Chloramphenicol,Benzene and substituted derivatives,10.0,10.0,5.0,40.0,spherical,disc_diffusion,22.0,,0.2727,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
742,78,Escherichia coli,green_synthesis from fungus Trichoderma viride,Chloramphenicol,Benzene and substituted derivatives,10.0,,5.0,40.0,spherical,disc_diffusion,22.0,,0.2727,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
852,79,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,,,5.0,80.0,spherical,disc_diffusion,22.0,20.0,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,454.5190000000002,-0.6360799999999995,1.0,0.0,2.0,2.0,14,14,18
136,80,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Gentamicin,Aminoglycosides,10.0,42.16,14.45,15.55,spherical,disc_diffusion,27.0,,,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,0,18
471,81,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,28.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,14,14,18
472,82,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,28.0,,0.0,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,14,14,18
704,83,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Carbenicillin ,Carboxylic acids and derivatives,100.0,10.0,5.0,32.0,spherical,disc_diffusion,28.0,,0.0,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,378.4060000000001,0.4864999999999999,1.0,0.0,2.0,0.0,12,0,18
705,84,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Cefixime ,Lactams,5.0,10.0,5.0,32.0,spherical,disc_diffusion,28.0,,0.0,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,453.45800000000014,-0.5447999999999991,1.0,0.0,2.0,1.0,14,14,18
144,85,Escherichia coli,green_synthesis using Ulva fasciata ,Gentamicin,Aminoglycosides,10.0,42.6,14.45,15.55,spherical,disc_diffusion,31.0,,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
415,86,Salmonella typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.8,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,14,14,18
847,87,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,,,5.0,80.0,spherical,disc_diffusion,20.0,13.0,,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
